Value.ElapsedTime,Value.PatientID,Value.PourHeight,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Score,Value.TimeTask
10009,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.317718863,-0.286854237,0.381776661,,
10009,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.096085981,0.030636201,0.42489022,,
10098,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.317748636,-0.286719114,0.381635815,,
10098,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.103398636,0.033444542,0.422843367,,
10190,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.317771971,-0.286688775,0.381546825,,
10190,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.110302992,0.035654865,0.420956016,,
10281,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31777364,-0.286698818,0.381406397,,
10281,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.118855037,0.038517036,0.418777615,,
10372,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31768167,-0.286692917,0.381219268,,
10372,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.125519827,0.040352035,0.416934371,,
10458,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.317471087,-0.286821038,0.381174356,,
10458,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.132383659,0.042690847,0.41490835,,
10551,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.317211896,-0.286888719,0.380951464,,
10551,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.140669078,0.043919008,0.413276553,,
10631,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.317169249,-0.286839128,0.380862951,,
10631,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.147304982,0.044022359,0.412291825,,
10717,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316911817,-0.286777794,0.380782276,,
10717,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.15327327,0.044323508,0.411357909,,
10815,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316718251,-0.286709368,0.380752116,,
10815,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.160688519,0.044480756,0.410992652,,
10883,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316479921,-0.286674768,0.380609244,,
10883,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.162709415,0.044393823,0.411150366,,
11018,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316446662,-0.28661561,0.380413353,,
11018,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.171431184,0.043093789,0.412492663,,
11110,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316444308,-0.286580026,0.380268842,,
11110,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.176763609,0.041205578,0.414029717,,
11198,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316367209,-0.286552459,0.380194187,,
11198,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.182316944,0.03891927,0.4156093,,
11279,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316153854,-0.286563903,0.380088359,,
11279,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.187443525,0.037131146,0.416682363,,
11372,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.315797687,-0.28666687,0.380102307,,
11372,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.192888647,0.035388768,0.41755718,,
11463,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.315767318,-0.286727816,0.380220175,,
11463,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.197834343,0.033486851,0.419150174,,
11546,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.315443277,-0.286950678,0.38009575,,
11546,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.202147454,0.031641487,0.420512795,,
11646,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31512773,-0.287185758,0.380141556,,
11646,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.205911711,0.029203504,0.422773451,,
11745,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314990461,-0.287402302,0.380080014,,
11745,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.209688663,0.026810709,0.426230758,,
11836,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314969122,-0.287491769,0.380115658,,
11836,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.211531639,0.024667878,0.428138644,,
11933,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.315086246,-0.287636846,0.380341291,,
11933,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.214048937,0.022461774,0.430090606,,
12031,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.315073669,-0.28769806,0.380721956,,
12031,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.217140466,0.020761684,0.43200323,,
12114,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31483084,-0.28768754,0.38078177,,
12114,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.218902886,0.018583784,0.433550358,,
12206,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314620167,-0.287644386,0.380655318,,
12206,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.219760016,0.017252479,0.434099793,,
12296,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314384013,-0.287808895,0.380276114,,
12296,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.220388189,0.015863612,0.434586823,,
12361,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314375728,-0.287833154,0.380187303,,
12361,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.220808521,0.01567631,0.434998453,,
12466,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314473718,-0.28775093,0.379917592,,
12466,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.223302558,0.013040274,0.436786413,,
12563,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314570129,-0.287763357,0.379870385,,
12563,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.225122601,0.011057316,0.437411577,,
12632,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314631909,-0.287799388,0.379839867,,
12632,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.225459248,0.009891067,0.437330931,,
12746,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314368039,-0.287705034,0.37990436,,
12746,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.227214828,0.009823446,0.435861886,,
12837,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314297527,-0.287662417,0.380072862,,
12837,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.227896914,0.009437276,0.435352921,,
12900,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314168125,-0.287689447,0.380081922,,
12900,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.227883071,0.00950362,0.434606969,,
12995,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314138263,-0.287778825,0.380179584,,
12995,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.228919685,0.008685083,0.434114486,,
13089,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314247459,-0.287770897,0.380250186,,
13089,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.22950466,0.008328369,0.434160858,,
13172,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314134032,-0.2878353,0.380201906,,
13172,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.230720639,0.008296233,0.43373245,,
13256,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314096391,-0.287868112,0.38016367,,
13256,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.230298772,0.007541136,0.433034003,,
13359,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314065337,-0.287872314,0.380061805,,
13359,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.229567051,0.011593782,0.431958139,,
13438,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313989669,-0.28790924,0.379968911,,
13438,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.229278848,0.01371132,0.431426972,,
13516,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314025372,-0.287890315,0.380014718,,
13516,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.229778752,0.014696665,0.431190789,,
13608,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313803256,-0.287845731,0.379889935,,
13608,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.230077296,0.015628949,0.431423992,,
13677,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313719243,-0.287772685,0.379684895,,
13677,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.230411261,0.015995435,0.431976318,,
13764,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313416898,-0.287808686,0.379421264,,
13764,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.23097074,0.016598098,0.432193995,,
13844,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313388586,-0.287829429,0.379395962,,
13844,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.231717825,0.01594249,0.432531536,,
13933,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313473403,-0.287769616,0.379421711,,
13933,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.232720375,0.016221991,0.433404714,,
14021,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313513309,-0.287690133,0.379251391,,
14021,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.234789222,0.015087903,0.434211463,,
14096,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31348139,-0.287700742,0.379305899,,
14096,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.235985458,0.015676098,0.434765488,,
14181,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313439339,-0.287656248,0.379356682,,
14181,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.240130678,0.01814945,0.435955375,,
14271,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313531876,-0.287683517,0.379470259,,
14271,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.243067831,0.018797956,0.436835647,,
14382,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313531458,-0.28768456,0.379469782,,
14382,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.243796438,0.018023523,0.437263846,,
14474,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313685417,-0.287728757,0.379611969,,
14474,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.246325493,0.019355547,0.438186318,,
14549,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313613445,-0.287664294,0.379484355,,
14549,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.245745316,0.018838009,0.438089311,,
14629,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313639909,-0.287529051,0.37942329,,
14629,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.24388811,0.020942677,0.438479453,,
14719,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314030468,-0.287362814,0.379562736,,
14719,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.244344294,0.019825198,0.438720673,,
14814,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313968509,-0.287452728,0.379521996,,
14814,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.243248805,0.020960227,0.438862592,,
14884,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314002842,-0.287544131,0.379565269,,
14884,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.242341474,0.021248478,0.439284354,,
14956,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314026296,-0.287628621,0.379637182,,
14956,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.241665766,0.021114759,0.439557254,,
15048,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314065397,-0.287751794,0.379693419,,
15048,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.238681227,0.020875795,0.44042325,,
15154,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31395486,-0.287784159,0.379608065,,
15154,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.238629892,0.02090407,0.441192627,,
15256,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314041108,-0.287816793,0.379727036,,
15256,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.234339625,0.018351357,0.444059014,,
15335,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314382821,-0.287836224,0.380010515,,
15335,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.233465105,0.018048873,0.446142554,,
15413,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314357042,-0.287868202,0.380036891,,
15413,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.230894282,0.017817281,0.447998017,,
15498,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314558238,-0.287922293,0.380237997,,
15498,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.229311183,0.018081129,0.450072885,,
15576,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314748317,-0.287909508,0.380208999,,
15576,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.228055283,0.017892845,0.451710522,,
15680,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314769,-0.287951291,0.380157173,,
15680,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.223855451,0.017956993,0.454145163,,
15766,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314596474,-0.287968844,0.380088091,,
15766,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.220837682,0.016674357,0.455037147,,
15867,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314729154,-0.287886351,0.379852235,,
15867,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.216898337,0.014217204,0.455933958,,
15967,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31471771,-0.287887186,0.37975964,,
15967,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.212992072,0.012939353,0.456665039,,
16020,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314677209,-0.287890553,0.379679859,,
16020,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.210480899,0.012141688,0.457029283,,
16107,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314643741,-0.287833124,0.379830867,,
16107,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.20555605,0.009621739,0.457406402,,
16142,,,7/29/2022 15:55,,,,EverydayTaskData,,,,95.88%,11.56666183
16147,Default,1.289999962,7/29/2022 15:55,,TRUE,92704cd1-8079-490a-ac1e-0bb1ed03fbef,EverydayTaskConfig,,,,,
0,Default,1.289999962,7/29/2022 16:01,,FALSE,92704cd1-8079-490a-ac1e-0bb1ed03fbef,EverydayTaskConfig,,,,,
0,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.303293884,-0.285260707,0.39551264,,
0,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.158449873,-0.316251397,0.394788176,,
82,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.303552598,-0.284966677,0.395403981,,
82,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.158429191,-0.315672249,0.393905699,,
163,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.304072767,-0.284442574,0.395417422,,
163,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.160944462,-0.311519653,0.394322753,,
246,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.305457622,-0.280717939,0.39492774,,
246,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.169177815,-0.300093532,0.398654252,,
330,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.310228854,-0.276502401,0.394354463,,
330,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.174456716,-0.291672051,0.396775067,,
413,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.316065311,-0.279312402,0.395411193,,
413,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.179952428,-0.287672848,0.399004579,,
497,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.327484101,-0.282432884,0.396705866,,
497,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.164616451,-0.278940856,0.388268799,,
581,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.333246797,-0.286029309,0.397164345,,
581,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.109149002,-0.252374262,0.364537686,,
665,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.332577586,-0.28948915,0.399683326,,
665,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.050919656,-0.230331704,0.351508319,,
747,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.332060814,-0.287770957,0.398396581,,
747,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.00189423,-0.216105103,0.348930478,,
831,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.334312826,-0.287311196,0.398031294,,
831,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.042664897,-0.209928468,0.36923641,,
898,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.3385005,-0.28652066,0.398523271,,
898,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.066224478,-0.212934032,0.3896887,,
999,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.344410062,-0.286343187,0.400592297,,
999,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.089026392,-0.217214182,0.417902648,,
1065,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.347044289,-0.285730362,0.400816739,,
1065,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.098965995,-0.218522415,0.433411449,,
1148,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.345463932,-0.285819411,0.400239825,,
1148,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.111665919,-0.218463659,0.444424778,,
1231,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.345442086,-0.285782367,0.400214761,,
1231,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.120748356,-0.218750045,0.454666853,,
1314,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.344374746,-0.286155373,0.401052892,,
1314,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.130539596,-0.218975469,0.460578859,,
1398,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.343220353,-0.286141574,0.401461691,,
1398,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.138879716,-0.218387812,0.466940552,,
1481,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.342178851,-0.286321372,0.401678085,,
1481,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.148827434,-0.218072414,0.473481834,,
1564,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.342345923,-0.28609702,0.401029795,,
1564,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.158795401,-0.215064377,0.476873904,,
1655,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.342144519,-0.28606385,0.401054353,,
1655,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.168939173,-0.214810848,0.479931146,,
1731,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.341593891,-0.285970002,0.400868297,,
1731,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.180327371,-0.218302846,0.483354717,,
1834,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.341581583,-0.285826117,0.400272548,,
1834,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.189449504,-0.220561296,0.484231204,,
1939,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.340943009,-0.285839677,0.399804443,,
1939,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.196642593,-0.220677927,0.482725203,,
2011,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.340928972,-0.285742909,0.399590164,,
2011,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.199149519,-0.221626103,0.482664257,,
2074,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.341350198,-0.285542667,0.398963928,,
2074,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.200392798,-0.221819416,0.481493026,,
2164,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.342531651,-0.285503268,0.398290783,,
2164,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.19666627,-0.220415816,0.467714727,,
2258,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.343437761,-0.285470933,0.398199439,,
2258,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.17178081,-0.208902523,0.433018118,,
2322,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.342846572,-0.285774082,0.398416758,,
2322,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.147317067,-0.204599723,0.408424884,,
2415,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.342219353,-0.286110431,0.39877221,,
2415,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.099799894,-0.206001878,0.375346541,,
2485,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.341293573,-0.286205858,0.400724798,,
2485,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.059598982,-0.22315748,0.351916194,,
2568,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.341123641,-0.285777241,0.399334431,,
2568,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.021205721,-0.249655843,0.347127736,,
2652,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.339567423,-0.282784611,0.394795984,,
2652,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.008139386,-0.265450567,0.340020835,,
2736,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.338515013,-0.282317758,0.394944787,,
2736,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.012654665,-0.272224516,0.325416386,,
2820,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.334074527,-0.284792781,0.395047486,,
2820,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,0.00476777,-0.274704605,0.321119666,,
2905,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.331178755,-0.28479746,0.393770516,,
2905,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.007055123,-0.272013873,0.323363394,,
2987,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.329712719,-0.28591302,0.394825429,,
2987,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.023798984,-0.26072982,0.332436293,,
3071,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.328579277,-0.286413401,0.394391626,,
3071,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.037157584,-0.243277654,0.343522519,,
3167,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.327980071,-0.286957115,0.394746661,,
3167,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.052272014,-0.230781138,0.37107113,,
3234,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.328133047,-0.287136167,0.394419998,,
3234,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.064034589,-0.223702267,0.389687568,,
3316,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.327826768,-0.287372649,0.393288076,,
3316,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.08108376,-0.22148338,0.41305238,,
3406,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.32777825,-0.287227392,0.392457873,,
3406,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.094947375,-0.220745951,0.427960306,,
3502,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.327557534,-0.287163377,0.392495394,,
3502,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.108532481,-0.218802646,0.447087377,,
3595,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.326901436,-0.287137777,0.392291009,,
3595,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.119627081,-0.217449099,0.46104306,,
3673,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.326650739,-0.287154883,0.392190874,,
3673,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.125593483,-0.216452047,0.468935728,,
3763,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.32654959,-0.286974519,0.392185301,,
3763,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.135558754,-0.214580432,0.474950492,,
3826,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.326090425,-0.28697148,0.392262429,,
3826,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.140404865,-0.215222806,0.477882802,,
3919,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.325371563,-0.28699708,0.392320395,,
3919,,,7/29/2022 16:01,EverydayTaskData,,,RightControllerPosition,-0.148071602,-0.216643959,0.481877387,,
3995,,,7/29/2022 16:01,EverydayTaskData,,,LeftControllerPosition,-0.325224668,-0.286951363,0.392263979,,
